epidemic_days,date,product,LightGBM
1,2024-01-24,P0007,480.66293539147114
1,2024-01-25,P0007,675.1150050827358
1,2024-01-26,P0007,500.68175982750387
1,2024-01-27,P0007,587.1623351510807
1,2024-01-28,P0007,510.2648566913915
1,2024-01-29,P0007,496.0033847499557
1,2024-01-30,P0007,463.313059628998
1,2024-01-03,P0013,287.1651030559953
1,2024-01-04,P0013,472.4206909528431
1,2024-01-05,P0013,668.1210643962723
1,2024-01-06,P0013,506.2347605308032
1,2024-01-07,P0013,594.0829856667459
1,2024-01-08,P0013,499.7898589095896
1,2024-01-09,P0013,564.5535364405681
1,2024-01-10,P0013,580.8698091540019
1,2024-01-11,P0013,477.2652636114055
1,2024-01-12,P0013,492.98739493357107
1,2024-01-13,P0013,507.37958946364296
1,2024-01-14,P0013,480.6913640197273
1,2024-01-15,P0013,505.5932309004809
1,2024-01-16,P0013,564.3425916458634
1,2024-01-17,P0013,589.3193301812058
1,2024-01-18,P0013,506.09284876048196
1,2024-01-19,P0013,458.76627421058055
1,2024-01-20,P0013,545.8912072081177
1,2024-01-21,P0013,459.96933895139335
1,2024-01-22,P0013,511.16804638925254
1,2024-01-23,P0013,584.4039401901522
1,2024-01-24,P0013,478.9017887904806
1,2024-01-25,P0013,661.5896682116086
1,2024-01-26,P0013,495.87738148845705
1,2024-01-27,P0013,588.1510504329854
1,2024-01-28,P0013,508.3648153988895
1,2024-01-29,P0013,481.9693085464964
1,2024-01-30,P0013,461.8778523043749
1,2024-01-03,P0004,302.35376960409553
1,2024-01-04,P0004,480.1092964655301
1,2024-01-05,P0004,530.6315558343194
1,2024-01-06,P0004,516.8905411840924
1,2024-01-07,P0004,484.33426526296597
1,2024-01-08,P0004,649.7084799279414
1,2024-01-09,P0004,453.48413423782864
1,2024-01-10,P0004,468.06266010424287
1,2024-01-11,P0004,611.6623928678888
1,2024-01-12,P0004,628.9177728701834
1,2024-01-13,P0004,512.7684480754326
1,2024-01-14,P0004,607.150634970199
1,2024-01-15,P0004,506.4348127338186
1,2024-01-16,P0004,567.1133808442611
1,2024-01-17,P0004,471.5037651306901
1,2024-01-18,P0004,639.6490850148576
1,2024-01-19,P0004,456.8971674048951
1,2024-01-20,P0004,690.3634733417767
1,2024-01-21,P0004,587.9159179740125
1,2024-01-22,P0004,520.9821980532502
1,2024-01-23,P0004,469.2337115662607
1,2024-01-24,P0004,479.94608835117003
1,2024-01-25,P0004,530.7925937879949
1,2024-01-26,P0004,638.3207823007721
1,2024-01-27,P0004,468.20845879530714
1,2024-01-28,P0004,640.0911466389247
1,2024-01-29,P0004,478.28460192574937
1,2024-01-30,P0004,452.1026357085884
2,2024-01-03,P0007,355.1750304144795
2,2024-01-04,P0007,360.3779415397733
2,2024-01-05,P0007,547.5645540886728
2,2024-01-06,P0007,526.032590414323
2,2024-01-07,P0007,470.1508884904258
2,2024-01-08,P0007,513.7836245884087
2,2024-01-09,P0007,451.484394390714
2,2024-01-10,P0007,590.9648563428636
2,2024-01-11,P0007,484.1569419290064
2,2024-01-12,P0007,497.23869998667465
2,2024-01-13,P0007,659.5386924348879
2,2024-01-14,P0007,483.06096397061225
2,2024-01-15,P0007,523.1297865855047
2,2024-01-16,P0007,576.0659338669719
2,2024-01-17,P0007,603.0931634927509
2,2024-01-18,P0007,516.313572952967
2,2024-01-19,P0007,462.94804056927416
2,2024-01-20,P0007,701.4839935297248
2,2024-01-21,P0007,477.9167064707922
2,2024-01-22,P0007,525.9083252701664
2,2024-01-23,P0007,469.58761318571015
2,2024-01-24,P0007,480.66293539147114
2,2024-01-25,P0007,675.1150050827358
2,2024-01-26,P0007,500.68175982750387
2,2024-01-27,P0007,587.1623351510807
2,2024-01-28,P0007,510.2648566913915
2,2024-01-29,P0007,496.0033847499557
2,2024-01-30,P0007,463.313059628998
2,2024-01-03,P0013,287.1651030559953
2,2024-01-04,P0013,291.67260155680844
2,2024-01-05,P0013,668.1210643962723
2,2024-01-06,P0013,506.2347605308032
2,2024-01-07,P0013,594.0829856667459
2,2024-01-08,P0013,499.7898589095896
2,2024-01-09,P0013,564.5535364405681
2,2024-01-10,P0013,580.8698091540019
2,2024-01-11,P0013,477.2652636114055
2,2024-01-12,P0013,492.98739493357107
2,2024-01-13,P0013,507.37958946364296
2,2024-01-14,P0013,480.6913640197273
2,2024-01-15,P0013,505.5932309004809
2,2024-01-16,P0013,564.3425916458634
2,2024-01-17,P0013,589.3193301812058
2,2024-01-18,P0013,506.09284876048196
2,2024-01-19,P0013,458.76627421058055
2,2024-01-20,P0013,545.8912072081177
2,2024-01-21,P0013,459.96933895139335
2,2024-01-22,P0013,511.16804638925254
2,2024-01-23,P0013,584.4039401901522
2,2024-01-24,P0013,478.9017887904806
2,2024-01-25,P0013,661.5896682116086
2,2024-01-26,P0013,495.87738148845705
2,2024-01-27,P0013,588.1510504329854
2,2024-01-28,P0013,508.3648153988895
2,2024-01-29,P0013,481.9693085464964
2,2024-01-30,P0013,461.8778523043749
2,2024-01-03,P0004,302.35376960409553
2,2024-01-04,P0004,317.5118892371306
2,2024-01-05,P0004,530.6315558343194
2,2024-01-06,P0004,516.8905411840924
2,2024-01-07,P0004,484.33426526296597
2,2024-01-08,P0004,649.7084799279414
2,2024-01-09,P0004,453.48413423782864
2,2024-01-10,P0004,468.06266010424287
2,2024-01-11,P0004,611.6623928678888
2,2024-01-12,P0004,628.9177728701834
2,2024-01-13,P0004,512.7684480754326
2,2024-01-14,P0004,607.150634970199
2,2024-01-15,P0004,506.4348127338186
2,2024-01-16,P0004,567.1133808442611
2,2024-01-17,P0004,471.5037651306901
2,2024-01-18,P0004,639.6490850148576
2,2024-01-19,P0004,456.8971674048951
2,2024-01-20,P0004,690.3634733417767
2,2024-01-21,P0004,587.9159179740125
2,2024-01-22,P0004,520.9821980532502
2,2024-01-23,P0004,469.2337115662607
2,2024-01-24,P0004,479.94608835117003
2,2024-01-25,P0004,530.7925937879949
2,2024-01-26,P0004,638.3207823007721
2,2024-01-27,P0004,468.20845879530714
2,2024-01-28,P0004,640.0911466389247
2,2024-01-29,P0004,478.28460192574937
2,2024-01-30,P0004,452.1026357085884
3,2024-01-03,P0007,355.1750304144795
3,2024-01-04,P0007,360.3779415397733
3,2024-01-05,P0007,339.65660813338803
3,2024-01-06,P0007,526.032590414323
3,2024-01-07,P0007,470.1508884904258
3,2024-01-08,P0007,513.7836245884087
3,2024-01-09,P0007,451.484394390714
3,2024-01-10,P0007,590.9648563428636
3,2024-01-11,P0007,484.1569419290064
3,2024-01-12,P0007,497.23869998667465
3,2024-01-13,P0007,659.5386924348879
3,2024-01-14,P0007,483.06096397061225
3,2024-01-15,P0007,523.1297865855047
3,2024-01-16,P0007,576.0659338669719
3,2024-01-17,P0007,603.0931634927509
3,2024-01-18,P0007,516.313572952967
3,2024-01-19,P0007,462.94804056927416
3,2024-01-20,P0007,701.4839935297248
3,2024-01-21,P0007,477.9167064707922
3,2024-01-22,P0007,525.9083252701664
3,2024-01-23,P0007,469.58761318571015
3,2024-01-24,P0007,480.66293539147114
3,2024-01-25,P0007,675.1150050827358
3,2024-01-26,P0007,500.68175982750387
3,2024-01-27,P0007,587.1623351510807
3,2024-01-28,P0007,510.2648566913915
3,2024-01-29,P0007,496.0033847499557
3,2024-01-30,P0007,463.313059628998
3,2024-01-03,P0013,287.1651030559953
3,2024-01-04,P0013,291.67260155680844
3,2024-01-05,P0013,411.48405587106345
3,2024-01-06,P0013,506.2347605308032
3,2024-01-07,P0013,594.0829856667459
3,2024-01-08,P0013,499.7898589095896
3,2024-01-09,P0013,564.5535364405681
3,2024-01-10,P0013,580.8698091540019
3,2024-01-11,P0013,477.2652636114055
3,2024-01-12,P0013,492.98739493357107
3,2024-01-13,P0013,507.37958946364296
3,2024-01-14,P0013,480.6913640197273
3,2024-01-15,P0013,505.5932309004809
3,2024-01-16,P0013,564.3425916458634
3,2024-01-17,P0013,589.3193301812058
3,2024-01-18,P0013,506.09284876048196
3,2024-01-19,P0013,458.76627421058055
3,2024-01-20,P0013,545.8912072081177
3,2024-01-21,P0013,459.96933895139335
3,2024-01-22,P0013,511.16804638925254
3,2024-01-23,P0013,584.4039401901522
3,2024-01-24,P0013,478.9017887904806
3,2024-01-25,P0013,661.5896682116086
3,2024-01-26,P0013,495.87738148845705
3,2024-01-27,P0013,588.1510504329854
3,2024-01-28,P0013,508.3648153988895
3,2024-01-29,P0013,481.9693085464964
3,2024-01-30,P0013,461.8778523043749
3,2024-01-03,P0004,302.35376960409553
3,2024-01-04,P0004,317.5118892371306
3,2024-01-05,P0004,343.4100650370722
3,2024-01-06,P0004,516.8905411840924
3,2024-01-07,P0004,484.33426526296597
3,2024-01-08,P0004,649.7084799279414
3,2024-01-09,P0004,453.48413423782864
3,2024-01-10,P0004,468.06266010424287
3,2024-01-11,P0004,611.6623928678888
3,2024-01-12,P0004,628.9177728701834
3,2024-01-13,P0004,512.7684480754326
3,2024-01-14,P0004,607.150634970199
3,2024-01-15,P0004,506.4348127338186
3,2024-01-16,P0004,567.1133808442611
3,2024-01-17,P0004,471.5037651306901
3,2024-01-18,P0004,639.6490850148576
3,2024-01-19,P0004,456.8971674048951
3,2024-01-20,P0004,690.3634733417767
3,2024-01-21,P0004,587.9159179740125
3,2024-01-22,P0004,520.9821980532502
3,2024-01-23,P0004,469.2337115662607
3,2024-01-24,P0004,479.94608835117003
3,2024-01-25,P0004,530.7925937879949
3,2024-01-26,P0004,638.3207823007721
3,2024-01-27,P0004,468.20845879530714
3,2024-01-28,P0004,640.0911466389247
3,2024-01-29,P0004,478.28460192574937
3,2024-01-30,P0004,452.1026357085884
4,2024-01-03,P0007,355.1750304144795
4,2024-01-04,P0007,360.3779415397733
4,2024-01-05,P0007,339.65660813338803
4,2024-01-06,P0007,308.7908765968896
4,2024-01-07,P0007,470.1508884904258
4,2024-01-08,P0007,513.7836245884087
4,2024-01-09,P0007,451.484394390714
4,2024-01-10,P0007,590.9648563428636
4,2024-01-11,P0007,484.1569419290064
4,2024-01-12,P0007,497.23869998667465
4,2024-01-13,P0007,659.5386924348879
4,2024-01-14,P0007,483.06096397061225
4,2024-01-15,P0007,523.1297865855047
4,2024-01-16,P0007,576.0659338669719
4,2024-01-17,P0007,603.0931634927509
4,2024-01-18,P0007,516.313572952967
4,2024-01-19,P0007,462.94804056927416
4,2024-01-20,P0007,701.4839935297248
4,2024-01-21,P0007,477.9167064707922
4,2024-01-22,P0007,525.9083252701664
4,2024-01-23,P0007,469.58761318571015
4,2024-01-24,P0007,480.66293539147114
4,2024-01-25,P0007,675.1150050827358
4,2024-01-26,P0007,500.68175982750387
4,2024-01-27,P0007,587.1623351510807
4,2024-01-28,P0007,510.2648566913915
4,2024-01-29,P0007,496.0033847499557
4,2024-01-30,P0007,463.313059628998
4,2024-01-03,P0013,287.1651030559953
4,2024-01-04,P0013,291.67260155680844
4,2024-01-05,P0013,411.48405587106345
4,2024-01-06,P0013,297.28625907262665
4,2024-01-07,P0013,594.0829856667459
4,2024-01-08,P0013,499.7898589095896
4,2024-01-09,P0013,564.5535364405681
4,2024-01-10,P0013,580.8698091540019
4,2024-01-11,P0013,477.2652636114055
4,2024-01-12,P0013,492.98739493357107
4,2024-01-13,P0013,507.37958946364296
4,2024-01-14,P0013,480.6913640197273
4,2024-01-15,P0013,505.5932309004809
4,2024-01-16,P0013,564.3425916458634
4,2024-01-17,P0013,589.3193301812058
4,2024-01-18,P0013,506.09284876048196
4,2024-01-19,P0013,458.76627421058055
4,2024-01-20,P0013,545.8912072081177
4,2024-01-21,P0013,459.96933895139335
4,2024-01-22,P0013,511.16804638925254
4,2024-01-23,P0013,584.4039401901522
4,2024-01-24,P0013,478.9017887904806
4,2024-01-25,P0013,661.5896682116086
4,2024-01-26,P0013,495.87738148845705
4,2024-01-27,P0013,588.1510504329854
4,2024-01-28,P0013,508.3648153988895
4,2024-01-29,P0013,481.9693085464964
4,2024-01-30,P0013,461.8778523043749
4,2024-01-03,P0004,302.35376960409553
4,2024-01-04,P0004,317.5118892371306
4,2024-01-05,P0004,343.4100650370722
4,2024-01-06,P0004,328.5089677593914
4,2024-01-07,P0004,484.33426526296597
4,2024-01-08,P0004,649.7084799279414
4,2024-01-09,P0004,453.48413423782864
4,2024-01-10,P0004,468.06266010424287
4,2024-01-11,P0004,611.6623928678888
4,2024-01-12,P0004,628.9177728701834
4,2024-01-13,P0004,512.7684480754326
4,2024-01-14,P0004,607.150634970199
4,2024-01-15,P0004,506.4348127338186
4,2024-01-16,P0004,567.1133808442611
4,2024-01-17,P0004,471.5037651306901
4,2024-01-18,P0004,639.6490850148576
4,2024-01-19,P0004,456.8971674048951
4,2024-01-20,P0004,690.3634733417767
4,2024-01-21,P0004,587.9159179740125
4,2024-01-22,P0004,520.9821980532502
4,2024-01-23,P0004,469.2337115662607
4,2024-01-24,P0004,479.94608835117003
4,2024-01-25,P0004,530.7925937879949
4,2024-01-26,P0004,638.3207823007721
4,2024-01-27,P0004,468.20845879530714
4,2024-01-28,P0004,640.0911466389247
4,2024-01-29,P0004,478.28460192574937
4,2024-01-30,P0004,452.1026357085884
5,2024-01-03,P0007,355.1750304144795
5,2024-01-04,P0007,360.3779415397733
5,2024-01-05,P0007,339.65660813338803
5,2024-01-06,P0007,308.7908765968896
5,2024-01-07,P0007,287.5438643341129
5,2024-01-08,P0007,513.7836245884087
5,2024-01-09,P0007,451.484394390714
5,2024-01-10,P0007,590.9648563428636
5,2024-01-11,P0007,484.1569419290064
5,2024-01-12,P0007,497.23869998667465
5,2024-01-13,P0007,659.5386924348879
5,2024-01-14,P0007,483.06096397061225
5,2024-01-15,P0007,523.1297865855047
5,2024-01-16,P0007,576.0659338669719
5,2024-01-17,P0007,603.0931634927509
5,2024-01-18,P0007,516.313572952967
5,2024-01-19,P0007,462.94804056927416
5,2024-01-20,P0007,701.4839935297248
5,2024-01-21,P0007,477.9167064707922
5,2024-01-22,P0007,525.9083252701664
5,2024-01-23,P0007,469.58761318571015
5,2024-01-24,P0007,480.66293539147114
5,2024-01-25,P0007,675.1150050827358
5,2024-01-26,P0007,500.68175982750387
5,2024-01-27,P0007,587.1623351510807
5,2024-01-28,P0007,510.2648566913915
5,2024-01-29,P0007,496.0033847499557
5,2024-01-30,P0007,463.313059628998
5,2024-01-03,P0013,287.1651030559953
5,2024-01-04,P0013,291.67260155680844
5,2024-01-05,P0013,411.48405587106345
5,2024-01-06,P0013,297.28625907262665
5,2024-01-07,P0013,366.3004247666801
5,2024-01-08,P0013,499.7898589095896
5,2024-01-09,P0013,564.5535364405681
5,2024-01-10,P0013,580.8698091540019
5,2024-01-11,P0013,477.2652636114055
5,2024-01-12,P0013,492.98739493357107
5,2024-01-13,P0013,507.37958946364296
5,2024-01-14,P0013,480.6913640197273
5,2024-01-15,P0013,505.5932309004809
5,2024-01-16,P0013,564.3425916458634
5,2024-01-17,P0013,589.3193301812058
5,2024-01-18,P0013,506.09284876048196
5,2024-01-19,P0013,458.76627421058055
5,2024-01-20,P0013,545.8912072081177
5,2024-01-21,P0013,459.96933895139335
5,2024-01-22,P0013,511.16804638925254
5,2024-01-23,P0013,584.4039401901522
5,2024-01-24,P0013,478.9017887904806
5,2024-01-25,P0013,661.5896682116086
5,2024-01-26,P0013,495.87738148845705
5,2024-01-27,P0013,588.1510504329854
5,2024-01-28,P0013,508.3648153988895
5,2024-01-29,P0013,481.9693085464964
5,2024-01-30,P0013,461.8778523043749
5,2024-01-03,P0004,302.35376960409553
5,2024-01-04,P0004,317.5118892371306
5,2024-01-05,P0004,343.4100650370722
5,2024-01-06,P0004,328.5089677593914
5,2024-01-07,P0004,323.6643076454392
5,2024-01-08,P0004,649.7084799279414
5,2024-01-09,P0004,453.48413423782864
5,2024-01-10,P0004,468.06266010424287
5,2024-01-11,P0004,611.6623928678888
5,2024-01-12,P0004,628.9177728701834
5,2024-01-13,P0004,512.7684480754326
5,2024-01-14,P0004,607.150634970199
5,2024-01-15,P0004,506.4348127338186
5,2024-01-16,P0004,567.1133808442611
5,2024-01-17,P0004,471.5037651306901
5,2024-01-18,P0004,639.6490850148576
5,2024-01-19,P0004,456.8971674048951
5,2024-01-20,P0004,690.3634733417767
5,2024-01-21,P0004,587.9159179740125
5,2024-01-22,P0004,520.9821980532502
5,2024-01-23,P0004,469.2337115662607
5,2024-01-24,P0004,479.94608835117003
5,2024-01-25,P0004,530.7925937879949
5,2024-01-26,P0004,638.3207823007721
5,2024-01-27,P0004,468.20845879530714
5,2024-01-28,P0004,640.0911466389247
5,2024-01-29,P0004,478.28460192574937
5,2024-01-30,P0004,452.1026357085884
6,2024-01-03,P0007,355.1750304144795
6,2024-01-04,P0007,360.3779415397733
6,2024-01-05,P0007,339.65660813338803
6,2024-01-06,P0007,308.7908765968896
6,2024-01-07,P0007,287.5438643341129
6,2024-01-08,P0007,308.85244400376575
6,2024-01-09,P0007,451.484394390714
6,2024-01-10,P0007,590.9648563428636
6,2024-01-11,P0007,484.1569419290064
6,2024-01-12,P0007,497.23869998667465
6,2024-01-13,P0007,659.5386924348879
6,2024-01-14,P0007,483.06096397061225
6,2024-01-15,P0007,523.1297865855047
6,2024-01-16,P0007,576.0659338669719
6,2024-01-17,P0007,603.0931634927509
6,2024-01-18,P0007,516.313572952967
6,2024-01-19,P0007,462.94804056927416
6,2024-01-20,P0007,701.4839935297248
6,2024-01-21,P0007,477.9167064707922
6,2024-01-22,P0007,525.9083252701664
6,2024-01-23,P0007,469.58761318571015
6,2024-01-24,P0007,480.66293539147114
6,2024-01-25,P0007,675.1150050827358
6,2024-01-26,P0007,500.68175982750387
6,2024-01-27,P0007,587.1623351510807
6,2024-01-28,P0007,510.2648566913915
6,2024-01-29,P0007,496.0033847499557
6,2024-01-30,P0007,463.313059628998
6,2024-01-03,P0013,287.1651030559953
6,2024-01-04,P0013,291.67260155680844
6,2024-01-05,P0013,411.48405587106345
6,2024-01-06,P0013,297.28625907262665
6,2024-01-07,P0013,366.3004247666801
6,2024-01-08,P0013,305.00063511061444
6,2024-01-09,P0013,564.5535364405681
6,2024-01-10,P0013,580.8698091540019
6,2024-01-11,P0013,477.2652636114055
6,2024-01-12,P0013,492.98739493357107
6,2024-01-13,P0013,507.37958946364296
6,2024-01-14,P0013,480.6913640197273
6,2024-01-15,P0013,505.5932309004809
6,2024-01-16,P0013,564.3425916458634
6,2024-01-17,P0013,589.3193301812058
6,2024-01-18,P0013,506.09284876048196
6,2024-01-19,P0013,458.76627421058055
6,2024-01-20,P0013,545.8912072081177
6,2024-01-21,P0013,459.96933895139335
6,2024-01-22,P0013,511.16804638925254
6,2024-01-23,P0013,584.4039401901522
6,2024-01-24,P0013,478.9017887904806
6,2024-01-25,P0013,661.5896682116086
6,2024-01-26,P0013,495.87738148845705
6,2024-01-27,P0013,588.1510504329854
6,2024-01-28,P0013,508.3648153988895
6,2024-01-29,P0013,481.9693085464964
6,2024-01-30,P0013,461.8778523043749
6,2024-01-03,P0004,302.35376960409553
6,2024-01-04,P0004,317.5118892371306
6,2024-01-05,P0004,343.4100650370722
6,2024-01-06,P0004,328.5089677593914
6,2024-01-07,P0004,323.6643076454392
6,2024-01-08,P0004,426.055339665424
6,2024-01-09,P0004,453.48413423782864
6,2024-01-10,P0004,468.06266010424287
6,2024-01-11,P0004,611.6623928678888
6,2024-01-12,P0004,628.9177728701834
6,2024-01-13,P0004,512.7684480754326
6,2024-01-14,P0004,607.150634970199
6,2024-01-15,P0004,506.4348127338186
6,2024-01-16,P0004,567.1133808442611
6,2024-01-17,P0004,471.5037651306901
6,2024-01-18,P0004,639.6490850148576
6,2024-01-19,P0004,456.8971674048951
6,2024-01-20,P0004,690.3634733417767
6,2024-01-21,P0004,587.9159179740125
6,2024-01-22,P0004,520.9821980532502
6,2024-01-23,P0004,469.2337115662607
6,2024-01-24,P0004,479.94608835117003
6,2024-01-25,P0004,530.7925937879949
6,2024-01-26,P0004,638.3207823007721
6,2024-01-27,P0004,468.20845879530714
6,2024-01-28,P0004,640.0911466389247
6,2024-01-29,P0004,478.28460192574937
6,2024-01-30,P0004,452.1026357085884
7,2024-01-03,P0007,355.1750304144795
7,2024-01-04,P0007,360.3779415397733
7,2024-01-05,P0007,339.65660813338803
7,2024-01-06,P0007,308.7908765968896
7,2024-01-07,P0007,287.5438643341129
7,2024-01-08,P0007,308.85244400376575
7,2024-01-09,P0007,282.4511780809285
7,2024-01-10,P0007,590.9648563428636
7,2024-01-11,P0007,484.1569419290064
7,2024-01-12,P0007,497.23869998667465
7,2024-01-13,P0007,659.5386924348879
7,2024-01-14,P0007,483.06096397061225
7,2024-01-15,P0007,523.1297865855047
7,2024-01-16,P0007,576.0659338669719
7,2024-01-17,P0007,603.0931634927509
7,2024-01-18,P0007,516.313572952967
7,2024-01-19,P0007,462.94804056927416
7,2024-01-20,P0007,701.4839935297248
7,2024-01-21,P0007,477.9167064707922
7,2024-01-22,P0007,525.9083252701664
7,2024-01-23,P0007,469.58761318571015
7,2024-01-24,P0007,480.66293539147114
7,2024-01-25,P0007,675.1150050827358
7,2024-01-26,P0007,500.68175982750387
7,2024-01-27,P0007,587.1623351510807
7,2024-01-28,P0007,510.2648566913915
7,2024-01-29,P0007,496.0033847499557
7,2024-01-30,P0007,463.313059628998
7,2024-01-03,P0013,287.1651030559953
7,2024-01-04,P0013,291.67260155680844
7,2024-01-05,P0013,411.48405587106345
7,2024-01-06,P0013,297.28625907262665
7,2024-01-07,P0013,366.3004247666801
7,2024-01-08,P0013,305.00063511061444
7,2024-01-09,P0013,345.66126333873217
7,2024-01-10,P0013,580.8698091540019
7,2024-01-11,P0013,477.2652636114055
7,2024-01-12,P0013,492.98739493357107
7,2024-01-13,P0013,507.37958946364296
7,2024-01-14,P0013,480.6913640197273
7,2024-01-15,P0013,505.5932309004809
7,2024-01-16,P0013,564.3425916458634
7,2024-01-17,P0013,589.3193301812058
7,2024-01-18,P0013,506.09284876048196
7,2024-01-19,P0013,458.76627421058055
7,2024-01-20,P0013,545.8912072081177
7,2024-01-21,P0013,459.96933895139335
7,2024-01-22,P0013,511.16804638925254
7,2024-01-23,P0013,584.4039401901522
7,2024-01-24,P0013,478.9017887904806
7,2024-01-25,P0013,661.5896682116086
7,2024-01-26,P0013,495.87738148845705
7,2024-01-27,P0013,588.1510504329854
7,2024-01-28,P0013,508.3648153988895
7,2024-01-29,P0013,481.9693085464964
7,2024-01-30,P0013,461.8778523043749
7,2024-01-03,P0004,302.35376960409553
7,2024-01-04,P0004,317.5118892371306
7,2024-01-05,P0004,343.4100650370722
7,2024-01-06,P0004,328.5089677593914
7,2024-01-07,P0004,323.6643076454392
7,2024-01-08,P0004,426.055339665424
7,2024-01-09,P0004,303.72735418399697
7,2024-01-10,P0004,468.06266010424287
7,2024-01-11,P0004,611.6623928678888
7,2024-01-12,P0004,628.9177728701834
7,2024-01-13,P0004,512.7684480754326
7,2024-01-14,P0004,607.150634970199
7,2024-01-15,P0004,506.4348127338186
7,2024-01-16,P0004,567.1133808442611
7,2024-01-17,P0004,471.5037651306901
7,2024-01-18,P0004,639.6490850148576
7,2024-01-19,P0004,456.8971674048951
7,2024-01-20,P0004,690.3634733417767
7,2024-01-21,P0004,587.9159179740125
7,2024-01-22,P0004,520.9821980532502
7,2024-01-23,P0004,469.2337115662607
7,2024-01-24,P0004,479.94608835117003
