date,store,product,pred
2024-01-27,S001,P0008,87.10541047244726
2024-01-28,S001,P0008,79.00787766625217
2024-01-29,S001,P0008,79.00787766625217
2024-01-30,S001,P0008,72.0455329224433
2024-01-03,S001,P0009,97.5299740676625
2024-01-04,S001,P0009,93.64440170857696
2024-01-05,S001,P0009,118.43229638338107
2024-01-06,S001,P0009,119.21506241346323
2024-01-07,S001,P0009,101.45466713735924
2024-01-08,S001,P0009,97.30417054790512
2024-01-09,S001,P0009,107.8264350363322
2024-01-10,S001,P0009,88.40853716192046
2024-01-11,S001,P0009,108.37322585016457
2024-01-12,S001,P0009,106.04092487378007
2024-01-13,S001,P0009,123.3707843671997
2024-01-14,S001,P0009,88.78467996886741
2024-01-15,S001,P0009,106.64715673966555
2024-01-16,S001,P0009,107.9398499339984
2024-01-17,S001,P0009,124.55739731128817
2024-01-18,S001,P0009,123.67527738421964
2024-01-19,S001,P0009,88.17038397220686
2024-01-20,S001,P0009,153.4417655190381
2024-01-21,S001,P0009,122.84495647577114
2024-01-22,S001,P0009,111.11054286906152
2024-01-23,S001,P0009,88.9536418153812
2024-01-24,S001,P0009,121.78698863154901
2024-01-25,S001,P0009,115.62937698588966
2024-01-26,S001,P0009,108.82003960265874
2024-01-27,S001,P0009,106.59849380027727
2024-01-28,S001,P0009,103.96563497326625
2024-01-29,S001,P0009,103.71285002587382
2024-01-30,S001,P0009,86.9512875148329
2024-01-03,S001,P0010,31.04691524401086
2024-01-04,S001,P0010,35.95961007284391
2024-01-05,S001,P0010,45.833975388322216
2024-01-06,S001,P0010,30.496375944530712
2024-01-07,S001,P0010,35.95961007284391
2024-01-08,S001,P0010,30.734461711844368
2024-01-09,S001,P0010,60.031161792805634
2024-01-10,S001,P0010,75.91343160114647
2024-01-11,S001,P0010,60.8548849456748
2024-01-12,S001,P0010,67.79274916791209
2024-01-13,S001,P0010,75.2801929640474
2024-01-14,S001,P0010,61.09297071298846
2024-01-15,S001,P0010,67.54296277942302
2024-01-16,S001,P0010,75.91343160114647
2024-01-17,S001,P0010,86.37220660293569
2024-01-18,S001,P0010,76.97442996246771
2024-01-19,S001,P0010,60.863323363243424
2024-01-20,S001,P0010,75.2504834626511
2024-01-21,S001,P0010,86.14598106331104
2024-01-22,S001,P0010,73.97813927184093
2024-01-23,S001,P0010,60.8548849456748
2024-01-24,S001,P0010,86.14598106331104
2024-01-25,S001,P0010,71.73078650966991
2024-01-26,S001,P0010,65.02128986483422
2024-01-27,S001,P0010,75.39882287232986
2024-01-28,S001,P0010,67.9868592408721
2024-01-29,S001,P0010,67.9868592408721
2024-01-30,S001,P0010,57.67917969716326
2024-01-03,S001,P0011,38.359537761671994
2024-01-04,S001,P0011,34.953505883025116
2024-01-05,S001,P0011,44.79693710741851
2024-01-06,S001,P0011,39.23026847851864
2024-01-07,S001,P0011,28.95783610209255
2024-01-08,S001,P0011,31.10453741085877
2024-01-09,S001,P0011,61.779784170756734
2024-01-10,S001,P0011,61.779784170756734
2024-01-11,S001,P0011,79.10712900350198
2024-01-12,S001,P0011,70.39895584193683
2024-01-13,S001,P0011,99.7728837034487
2024-01-14,S001,P0011,61.732776606779254
2024-01-15,S001,P0011,90.35601258023758
2024-01-16,S001,P0011,60.90905345391009
2024-01-17,S001,P0011,89.98789736715707
2024-01-18,S001,P0011,77.57127175616209
2024-01-19,S001,P0011,61.97086237409292
2024-01-20,S001,P0011,99.6923537839159
2024-01-21,S001,P0011,70.39895584193683
2024-01-22,S001,P0011,78.06585216493424
2024-01-23,S001,P0011,61.732776606779254
2024-01-24,S001,P0011,68.95822313563254
2024-01-25,S001,P0011,78.34099116330174
2024-01-26,S001,P0011,70.60891264003367
2024-01-27,S001,P0011,61.01720873876141
2024-01-28,S001,P0011,69.47177175222157
2024-01-29,S001,P0011,70.67409484030432
2024-01-30,S001,P0011,61.171261421850375
2024-01-03,S001,P0012,65.2377578896067
2024-01-04,S001,P0012,62.36425674810421
2024-01-05,S001,P0012,73.12462104631197
2024-01-06,S001,P0012,65.2377578896067
2024-01-07,S001,P0012,80.45348059311004
2024-01-08,S001,P0012,64.98938242387473
2024-01-09,S001,P0012,113.99901910927697
2024-01-10,S001,P0012,90.16108986850756
2024-01-11,S001,P0012,113.29939431023438
2024-01-12,S001,P0012,130.64088072431093
2024-01-13,S001,P0012,138.39117803213213
2024-01-14,S001,P0012,88.38308983168545
2024-01-15,S001,P0012,100.52059424737658
2024-01-16,S001,P0012,91.15938508978519
2024-01-17,S001,P0012,130.46751238641076
2024-01-18,S001,P0012,143.22899254062165
2024-01-19,S001,P0012,90.80077496602051
2024-01-20,S001,P0012,109.0949289562997
2024-01-21,S001,P0012,102.04711691396562
2024-01-22,S001,P0012,143.44247751384904
2024-01-23,S001,P0012,109.63136871572866
2024-01-24,S001,P0012,100.66281170115603
2024-01-25,S001,P0012,139.1086485835126
2024-01-26,S001,P0012,99.94534114977554
2024-01-27,S001,P0012,87.99486724295856
2024-01-28,S001,P0012,100.66281170115603
2024-01-29,S001,P0012,102.08457792608985
2024-01-30,S001,P0012,88.8004462838324
2024-01-03,S001,P0013,27.080941569172914
2024-01-04,S001,P0013,25.91389722662347
2024-01-05,S001,P0013,41.733940652663684
2024-01-06,S001,P0013,27.172167963918913
2024-01-07,S001,P0013,32.44166826913349
2024-01-08,S001,P0013,27.02995051013948
2024-01-09,S001,P0013,93.75243342359306
2024-01-10,S001,P0013,93.15089934986166
2024-01-11,S001,P0013,76.71427647326874
2024-01-12,S001,P0013,85.83303052341451
2024-01-13,S001,P0013,90.41724545780431
2024-01-14,S001,P0013,76.62305007852274
2024-01-15,S001,P0013,85.88402158244796
2024-01-16,S001,P0013,93.00868189608221
2024-01-17,S001,P0013,103.85831908354801
2024-01-18,S001,P0013,90.32601906305831
2024-01-19,S001,P0013,76.62305007852274
2024-01-20,S001,P0013,91.33721329375557
2024-01-21,S001,P0013,85.99775440861542
2024-01-22,S001,P0013,90.14974667751002
2024-01-23,S001,P0013,93.15089934986166
2024-01-24,S001,P0013,86.57678205092536
2024-01-25,S001,P0013,106.66786958084316
2024-01-26,S001,P0013,81.8930023423006
2024-01-27,S001,P0013,89.72801896665992
2024-01-28,S001,P0013,86.50281194543483
2024-01-29,S001,P0013,83.45521488873774
2024-01-30,S001,P0013,78.83161783544634
2024-01-03,S001,P0014,65.42283805508303
2024-01-04,S001,P0014,62.403395354922324
2024-01-05,S001,P0014,94.14205781050228
2024-01-06,S001,P0014,65.33161166033703
2024-01-07,S001,P0014,62.05071411697945
2024-01-08,S001,P0014,65.42283805508303
2024-01-09,S001,P0014,112.95194299683698
2024-01-10,S001,P0014,88.33097170821947
2024-01-11,S001,P0014,89.65459675226936
2024-01-12,S001,P0014,101.60384796425629
2024-01-13,S001,P0014,109.28832386883265
2024-01-14,S001,P0014,88.84234883403178
2024-01-15,S001,P0014,101.46163051047684
2024-01-16,S001,P0014,114.84662522197233
2024-01-17,S001,P0014,101.6643910922217
2024-01-18,S001,P0014,141.1569439501734
2024-01-19,S001,P0014,112.37216626599407
2024-01-20,S001,P0014,141.35970453191828
2024-01-21,S001,P0014,131.09828418557214
2024-01-22,S001,P0014,141.2690187528532
2024-01-23,S001,P0014,88.63188504986833
2024-01-24,S001,P0014,100.9021976151765
2024-01-25,S001,P0014,109.13463943281535
2024-01-26,S001,P0014,101.29274932826247
2024-01-27,S001,P0014,112.90493543285949
2024-01-28,S001,P0014,101.71061276647603
2024-01-29,S001,P0014,101.71061276647603
2024-01-30,S001,P0014,88.93357522877778
2024-01-03,S001,P0015,36.73920992820766
2024-01-04,S001,P0015,26.079355524498652
2024-01-05,S001,P0015,31.116976459546834
2024-01-06,S001,P0015,27.481729737250387
2024-01-07,S001,P0015,33.74045972010925
2024-01-08,S001,P0015,27.133803195505433
2024-01-09,S001,P0015,93.05466678430307
2024-01-10,S001,P0015,74.89706873366664
2024-01-11,S001,P0015,74.89706873366664
2024-01-12,S001,P0015,102.96256940746504
2024-01-13,S001,P0015,109.5230327839272
2024-01-14,S001,P0015,74.89706873366664
2024-01-15,S001,P0015,83.36134759294342
2024-01-16,S001,P0015,74.84215989377711
2024-01-17,S001,P0015,83.30375044535023
2024-01-18,S001,P0015,89.53994838567256
2024-01-19,S001,P0015,74.54914219192167
2024-01-20,S001,P0015,108.41729517414781
2024-01-21,S001,P0015,83.01342105119845
2024-01-22,S001,P0015,89.23953423449882
2024-01-23,S001,P0015,74.94407629764413
2024-01-24,S001,P0015,83.36134759294342
2024-01-25,S001,P0015,89.20888299461024
2024-01-26,S001,P0015,102.96256940746504
2024-01-27,S001,P0015,92.42986963247586
2024-01-28,S001,P0015,103.51107050131205
2024-01-29,S001,P0015,83.78430127764115
2024-01-30,S001,P0015,75.16514194030519
2024-01-03,S001,P0016,65.837049186594
2024-01-04,S001,P0016,60.97901328789664
2024-01-05,S001,P0016,75.31400961881666
2024-01-06,S001,P0016,67.68364028720771
2024-01-07,S001,P0016,76.99694066179973
2024-01-08,S001,P0016,84.81589687518711
2024-01-09,S001,P0016,115.15328835493298
2024-01-10,S001,P0016,115.15328835493298
2024-01-11,S001,P0016,88.14575269000538
2024-01-12,S001,P0016,103.00035491638585
2024-01-13,S001,P0016,140.8394162457498
2024-01-14,S001,P0016,113.0672826017972
2024-01-15,S001,P0016,132.43251184184584
2024-01-16,S001,P0016,113.0672826017972
2024-01-17,S001,P0016,103.00035491638585
2024-01-18,S001,P0016,140.8394162457498
2024-01-19,S001,P0016,88.50079735989993
2024-01-20,S001,P0016,110.56446272273601
2024-01-21,S001,P0016,102.98218028009268
2024-01-22,S001,P0016,109.70717304514623
2024-01-23,S001,P0016,112.8822110904728
2024-01-24,S001,P0016,102.33736406405106
2024-01-25,S001,P0016,110.55586227341368
2024-01-26,S001,P0016,102.1809554690344
2024-01-27,S001,P0016,88.16214535120913
2024-01-28,S001,P0016,102.73324950099928
2024-01-29,S001,P0016,102.7208352679647
2024-01-30,S001,P0016,88.09696315093848
2024-01-03,S001,P0017,27.5383025077668
2024-01-04,S001,P0017,25.94186768249261
2024-01-05,S001,P0017,41.713874770723756
2024-01-06,S001,P0017,27.139149888611104
2024-01-07,S001,P0017,25.94186768249261
2024-01-08,S001,P0017,35.21931447589375
2024-01-09,S001,P0017,74.48126990290608
2024-01-10,S001,P0017,90.5296678962121
2024-01-11,S001,P0017,74.48126990290608
2024-01-12,S001,P0017,81.1683471426197
2024-01-13,S001,P0017,109.60728227946109
2024-01-14,S001,P0017,75.20567201894684
2024-01-15,S001,P0017,81.99207029548889
2024-01-16,S001,P0017,74.33049274948235
2024-01-17,S001,P0017,81.1683471426197
2024-01-18,S001,P0017,88.96312194163177
2024-01-19,S001,P0017,74.68403048465095
2024-01-20,S001,P0017,107.06109399119126
2024-01-21,S001,P0017,100.99226995872553
2024-01-22,S001,P0017,109.8780429984872
2024-01-23,S001,P0017,74.33049274948235
2024-01-24,S001,P0017,100.3117548916636
2024-01-25,S001,P0017,87.25246120471769
2024-01-26,S001,P0017,81.99207029548889
2024-01-27,S001,P0017,90.22467820989026
2024-01-28,S001,P0017,101.466800947082
2024-01-29,S001,P0017,82.78999709826388
2024-01-30,S001,P0017,74.92690697333933
2024-01-03,S001,P0018,65.55022840523104
2024-01-04,S001,P0018,79.15668928647908
2024-01-05,S001,P0018,93.86788392568562
2024-01-06,S001,P0018,66.63575235052691
2024-01-07,S001,P0018,64.98431233661633
2024-01-08,S001,P0018,65.55022840523104
2024-01-09,S001,P0018,89.20411478867317
2024-01-10,S001,P0018,89.97215762894467
2024-01-11,S001,P0018,112.34037791672499
2024-01-12,S001,P0018,127.69987733241788
2024-01-13,S001,P0018,108.30683982927962
2024-01-14,S001,P0018,88.41916954466699
2024-01-15,S001,P0018,100.2588980072916
2024-01-16,S001,P0018,88.27695209088753
2024-01-17,S001,P0018,100.2588980072916
2024-01-18,S001,P0018,108.40837286700295
2024-01-19,S001,P0018,109.57826431790993
2024-01-20,S001,P0018,108.40837286700295
2024-01-21,S001,P0018,100.11668055351215
2024-01-22,S001,P0018,136.00537089267786
2024-01-23,S001,P0018,88.27695209088753
2024-01-24,S001,P0018,100.2588980072916
2024-01-25,S001,P0018,107.48311667641043
2024-01-26,S001,P0018,123.12365325997877
2024-01-27,S001,P0018,109.72048177168938
2024-01-28,S001,P0018,123.94737641284796
2024-01-29,S001,P0018,99.43517485442241
2024-01-30,S001,P0018,88.71391752773933
2024-01-03,S001,P0019,29.649135067353303
2024-01-04,S001,P0019,28.968919632349518
2024-01-05,S001,P0019,41.645384700905495
2024-01-06,S001,P0019,29.704043907242813
2024-01-07,S001,P0019,35.349040496282974
2024-01-08,S001,P0019,36.80624490769834
2024-01-09,S001,P0019,74.63066068380095
2024-01-10,S001,P0019,59.65099358815276
2024-01-11,S001,P0019,59.70590242804227
2024-01-12,S001,P0019,64.22071953632107
2024-01-13,S001,P0019,87.8104069942098
2024-01-14,S001,P0019,59.70590242804227
2024-01-15,S001,P0019,64.22071953632107
2024-01-16,S001,P0019,59.61467603329628
2024-01-17,S001,P0019,64.17371197234358
2024-01-18,S001,P0019,87.7768846386545
2024-01-19,S001,P0019,59.9201978081974
2024-01-20,S001,P0019,72.46935202995904
2024-01-21,S001,P0019,64.17371197234358
2024-01-22,S001,P0019,87.638650679931
2024-01-23,S001,P0019,59.70590242804227
2024-01-24,S001,P0019,79.966426499547
2024-01-25,S001,P0019,86.05449402808686
2024-01-26,S001,P0019,78.6587241567957
2024-01-27,S001,P0019,59.59516617589562
2024-01-28,S001,P0019,64.09974186685305
2024-01-29,S001,P0019,64.13741003047622
2024-01-30,S001,P0019,60.24185537091941
2024-01-03,S001,P0020,30.30423977440626
2024-01-04,S001,P0020,29.198505137460952
2024-01-05,S001,P0020,43.42717149925749
2024-01-06,S001,P0020,38.59663215537268
2024-01-07,S001,P0020,29.198505137460952
2024-01-08,S001,P0020,38.94211061997915
2024-01-09,S001,P0020,60.407759707406456
2024-01-10,S001,P0020,60.64584547472012
2024-01-11,S001,P0020,60.454767271383936
2024-01-12,S001,P0020,66.2645648491885
2024-01-13,S001,P0020,74.67703264849419
2024-01-14,S001,P0020,75.58230601279253
2024-01-15,S001,P0020,66.2645648491885
2024-01-16,S001,P0020,60.64584547472012
2024-01-17,S001,P0020,66.31157241316599
2024-01-18,S001,P0020,91.2085181513591
2024-01-19,S001,P0020,60.64584547472012
2024-01-20,S001,P0020,73.76727012717262
2024-01-21,S001,P0020,83.44506757622909
2024-01-22,S001,P0020,92.86318082773487
2024-01-23,S001,P0020,60.407759707406456
2024-01-24,S001,P0020,83.44506757622909
2024-01-25,S001,P0020,73.2086103484341
2024-01-26,S001,P0020,66.77364351090824
2024-01-27,S001,P0020,60.23529199855598
2024-01-28,S001,P0020,82.67570663271664
2024-01-29,S001,P0020,67.41904074550864
2024-01-30,S001,P0020,60.65703041407903
2024-01-03,S002,P0001,84.0621839318248
2024-01-04,S002,P0001,95.76307153966559
2024-01-05,S002,P0001,65.14473755742236
2024-01-06,S002,P0001,83.84840989187879
2024-01-07,S002,P0001,75.26391026205386
2024-01-08,S002,P0001,95.80759677236915
2024-01-09,S002,P0001,101.9731534667996
2024-01-10,S002,P0001,88.6783448341312
2024-01-11,S002,P0001,114.28331026584503
2024-01-12,S002,P0001,101.7554407033493
2024-01-13,S002,P0001,129.69613837574903
2024-01-14,S002,P0001,101.90415670470166
2024-01-15,S002,P0001,102.05323878311918
2024-01-16,S002,P0001,88.1109171468921
2024-01-17,S002,P0001,101.9731534667996
2024-01-18,S002,P0001,110.74494597664119
2024-01-19,S002,P0001,112.88520108724194
2024-01-20,S002,P0001,110.06126861702765
2024-01-21,S002,P0001,112.83444061831335
2024-01-22,S002,P0001,112.37405455153448
2024-01-23,S002,P0001,88.81117947274456
2024-01-24,S002,P0001,142.7680474139841
2024-01-25,S002,P0001,110.74494597664119
2024-01-26,S002,P0001,111.08722556057751
2024-01-27,S002,P0001,111.08722556057751
2024-01-28,S002,P0001,101.76268968263615
2024-01-29,S002,P0001,88.54821947452216
2024-01-30,S002,P0001,88.25336354582595
2024-01-03,S002,P0002,36.75996183541594
2024-01-04,S002,P0002,32.37434437573871
2024-01-05,S002,P0002,27.8033045658658
2024-01-06,S002,P0002,27.047582607049947
2024-01-07,S002,P0002,42.33473928395225
2024-01-08,S002,P0002,30.276418471361183
2024-01-09,S002,P0002,88.08227528932726
2024-01-10,S002,P0002,78.66855972557957
2024-01-11,S002,P0002,78.52672660940277
2024-01-12,S002,P0002,87.91829589657455
2024-01-13,S002,P0002,87.91829589657455
2024-01-14,S002,P0002,87.45105612557622
2024-01-15,S002,P0002,109.33865678289038
2024-01-16,S002,P0002,102.7025931828087
2024-01-17,S002,P0002,87.58171698691804
2024-01-18,S002,P0002,94.15977150383685
2024-01-19,S002,P0002,79.25112872544354
2024-01-20,S002,P0002,119.25851653747307
2024-01-21,S002,P0002,80.49903671762088
2024-01-22,S002,P0002,79.39296184162033
2024-01-23,S002,P0002,79.48503821672753
2024-01-24,S002,P0002,118.31407762169536
2024-01-25,S002,P0002,120.0607279464189
2024-01-26,S002,P0002,116.87142364201362
2024-01-27,S002,P0002,118.09963072757738
2024-01-28,S002,P0002,88.13780142829518
2024-01-29,S002,P0002,80.36466335045168
2024-01-30,S002,P0002,80.91336789963712
2024-01-03,S002,P0003,66.4496791858823
2024-01-04,S002,P0003,78.44334134760184
2024-01-05,S002,P0003,87.26517085800636
2024-01-06,S002,P0003,82.0638535228791
2024-01-07,S002,P0003,77.02612122722707
2024-01-08,S002,P0003,94.39111288875522
2024-01-09,S002,P0003,103.2337947710887
2024-01-10,S002,P0003,112.58092358940377
2024-01-11,S002,P0003,112.58092358940377
2024-01-12,S002,P0003,101.54567372021975
2024-01-13,S002,P0003,102.24218551622248
2024-01-14,S002,P0003,101.87253107460593
2024-01-15,S002,P0003,102.24218551622248
2024-01-16,S002,P0003,113.56390951177161
2024-01-17,S002,P0003,102.24218551622248
2024-01-18,S002,P0003,110.50456465239569
2024-01-19,S002,P0003,113.01455881626634
2024-01-20,S002,P0003,110.32915265725583
2024-01-21,S002,P0003,88.74048930581972
