epidemic_days,date,model,forecast
0,2024-01-29,LightGBM,8686.267239708299
0,2024-01-30,LightGBM,8264.89471578059
0,2024-01-03,Ridge,9306.280611539014
0,2024-01-04,Ridge,9184.616622578134
0,2024-01-05,Ridge,10632.432610583923
0,2024-01-06,Ridge,9537.603457793746
0,2024-01-07,Ridge,9185.525862768187
0,2024-01-08,Ridge,9819.42363564789
0,2024-01-09,Ridge,8938.868210007788
0,2024-01-10,Ridge,8922.341046185113
0,2024-01-11,Ridge,9451.282915407293
0,2024-01-12,Ridge,9355.221993690642
0,2024-01-13,Ridge,10006.205265257517
0,2024-01-14,Ridge,8806.582808689102
0,2024-01-15,Ridge,9339.968976036995
0,2024-01-16,Ridge,9244.804500640648
0,2024-01-17,Ridge,9211.69382770302
0,2024-01-18,Ridge,9786.772043946443
0,2024-01-19,Ridge,8805.915746539062
0,2024-01-20,Ridge,10602.469910554348
0,2024-01-21,Ridge,9232.093397823715
0,2024-01-22,Ridge,9992.081006868451
0,2024-01-23,Ridge,8831.094516361418
0,2024-01-24,Ridge,9785.08792622913
0,2024-01-25,Ridge,10142.140722119857
0,2024-01-26,Ridge,9631.828490765847
0,2024-01-27,Ridge,9604.318916888224
0,2024-01-28,Ridge,9756.56272182874
0,2024-01-29,Ridge,8683.253500053901
0,2024-01-30,Ridge,8315.480885307472
0,2024-01-03,Ensemble zwykła średnia,9381.447647234927
0,2024-01-04,Ensemble zwykła średnia,9240.306660773274
0,2024-01-05,Ensemble zwykła średnia,10743.523380523658
0,2024-01-06,Ensemble zwykła średnia,9605.585308304306
0,2024-01-07,Ensemble zwykła średnia,9229.000623500842
0,2024-01-08,Ensemble zwykła średnia,9891.318958333663
0,2024-01-09,Ensemble zwykła średnia,8985.861642841051
0,2024-01-10,Ensemble zwykła średnia,8968.472823059126
0,2024-01-11,Ensemble zwykła średnia,9499.888557397482
0,2024-01-12,Ensemble zwykła średnia,9414.76624561994
0,2024-01-13,Ensemble zwykła średnia,10079.923903720415
0,2024-01-14,Ensemble zwykła średnia,8836.85656272399
0,2024-01-15,Ensemble zwykła średnia,9388.12724124878
0,2024-01-16,Ensemble zwykła średnia,9316.231672228403
0,2024-01-17,Ensemble zwykła średnia,9269.84742414937
0,2024-01-18,Ensemble zwykła średnia,9840.143204215417
0,2024-01-19,Ensemble zwykła średnia,8832.819044513262
0,2024-01-20,Ensemble zwykła średnia,10739.056517490686
0,2024-01-21,Ensemble zwykła średnia,9309.399363534583
0,2024-01-22,Ensemble zwykła średnia,10048.42491837457
0,2024-01-23,Ensemble zwykła średnia,8867.591485540257
0,2024-01-24,Ensemble zwykła średnia,9838.150678426711
0,2024-01-25,Ensemble zwykła średnia,10192.072721227678
0,2024-01-26,Ensemble zwykła średnia,9663.911882442248
0,2024-01-27,Ensemble zwykła średnia,9636.771700556244
0,2024-01-28,Ensemble zwykła średnia,9800.429415838502
0,2024-01-29,Ensemble zwykła średnia,8692.781999774566
0,2024-01-30,Ensemble zwykła średnia,8310.712783782314
0,2024-01-03,Ensemble ważona średnia,9341.03021658957
0,2024-01-04,Ensemble ważona średnia,9214.240224511763
0,2024-01-05,Ensemble ważona średnia,10680.649639519033
0,2024-01-06,Ensemble ważona średnia,9566.57279041124
0,2024-01-07,Ensemble ważona średnia,9211.348495434562
0,2024-01-08,Ensemble ważona średnia,9853.227185672014
0,2024-01-09,Ensemble ważona średnia,8966.718218033839
0,2024-01-10,Ensemble ważona średnia,8947.458467872979
0,2024-01-11,Ensemble ważona średnia,9479.761292863439
0,2024-01-12,Ensemble ważona średnia,9382.237578151526
0,2024-01-13,Ensemble ważona średnia,10039.31825377103
0,2024-01-14,Ensemble ważona średnia,8823.486968865067
0,2024-01-15,Ensemble ważona średnia,9360.903553006861
0,2024-01-16,Ensemble ważona średnia,9281.69346518038
0,2024-01-17,Ensemble ważona średnia,9239.660992393352
0,2024-01-18,Ensemble ważona średnia,9813.29684382686
0,2024-01-19,Ensemble ważona średnia,8825.195917293064
0,2024-01-20,Ensemble ważona średnia,10656.21085541899
0,2024-01-21,Ensemble ważona średnia,9267.69950189911
0,2024-01-22,Ensemble ważona średnia,10020.434140003217
0,2024-01-23,Ensemble ważona średnia,8851.142049053533
0,2024-01-24,Ensemble ważona średnia,9814.098039656552
0,2024-01-25,Ensemble ważona średnia,10166.221772271234
0,2024-01-26,Ensemble ważona średnia,9650.09488089796
0,2024-01-27,Ensemble ważona średnia,9627.481702960218
0,2024-01-28,Ensemble ważona średnia,9777.186470212253
0,2024-01-29,Ensemble ważona średnia,8689.94781389624
0,2024-01-30,Ensemble ważona średnia,8319.492734592635
1,2024-01-03,ARIMAX,6032.699232590549
1,2024-01-04,ARIMAX,9270.727225745371
1,2024-01-05,ARIMAX,10731.697930271863
1,2024-01-06,ARIMAX,9594.76864088925
1,2024-01-07,ARIMAX,9270.727225745371
1,2024-01-08,ARIMAX,9900.98999043717
1,2024-01-09,ARIMAX,9030.548064514936
1,2024-01-10,ARIMAX,8997.526970356193
1,2024-01-11,ARIMAX,9543.92748113455
1,2024-01-12,ARIMAX,9416.23738623794
1,2024-01-13,ARIMAX,10079.52124508848
1,2024-01-14,ARIMAX,8858.729701792425
1,2024-01-15,ARIMAX,9383.216292079198
1,2024-01-16,ARIMAX,9347.876587730014
1,2024-01-17,ARIMAX,9281.83439941253
1,2024-01-18,ARIMAX,9856.86172261127
1,2024-01-19,ARIMAX,8880.64362228401
1,2024-01-20,ARIMAX,10687.569662445962
1,2024-01-21,ARIMAX,9314.855493571271
1,2024-01-22,ARIMAX,10068.41407142132
1,2024-01-23,ARIMAX,8891.750795951168
1,2024-01-24,ARIMAX,9872.363178016787
1,2024-01-25,ARIMAX,10202.817058246732
1,2024-01-26,ARIMAX,9689.437641627117
1,2024-01-27,ARIMAX,9693.831923365475
1,2024-01-28,ARIMAX,9806.320989699303
1,2024-01-29,ARIMAX,8708.8252595615
1,2024-01-30,ARIMAX,8351.762750258878
1,2024-01-03,LightGBM,5995.646270568879
1,2024-01-04,LightGBM,9265.57613399632
1,2024-01-05,LightGBM,10866.439600715192
1,2024-01-06,LightGBM,9684.383826229925
1,2024-01-07,LightGBM,9230.748781988967
1,2024-01-08,LightGBM,9953.543248915927
1,2024-01-09,LightGBM,8988.168654000427
1,2024-01-10,LightGBM,8985.550452636071
1,2024-01-11,LightGBM,9504.455275650607
1,2024-01-12,LightGBM,9472.839356931234
1,2024-01-13,LightGBM,10154.045200815248
1,2024-01-14,LightGBM,8845.257177690444
1,2024-01-15,LightGBM,9441.196455630146
1,2024-01-16,LightGBM,9356.013928314549
1,2024-01-17,LightGBM,9316.014045332557
1,2024-01-18,LightGBM,9876.795846088538
1,2024-01-19,LightGBM,8811.897764716714
1,2024-01-20,LightGBM,10927.129979471745
1,2024-01-21,LightGBM,9381.249199208765
1,2024-01-22,LightGBM,10084.779676833938
1,2024-01-23,LightGBM,8879.929144308184
1,2024-01-24,LightGBM,9857.000931034218
1,2024-01-25,LightGBM,10231.260383316443
1,2024-01-26,LightGBM,9670.469514933777
1,2024-01-27,LightGBM,9612.164261415037
1,2024-01-28,LightGBM,9838.40453598746
1,2024-01-29,LightGBM,8686.267239708299
1,2024-01-30,LightGBM,8264.89471578059
1,2024-01-03,Ridge,5947.844755225618
1,2024-01-04,Ridge,9184.616622578134
1,2024-01-05,Ridge,10632.432610583923
1,2024-01-06,Ridge,9537.603457793746
1,2024-01-07,Ridge,9185.525862768187
1,2024-01-08,Ridge,9819.42363564789
1,2024-01-09,Ridge,8938.868210007788
1,2024-01-10,Ridge,8922.341046185113
1,2024-01-11,Ridge,9451.282915407293
1,2024-01-12,Ridge,9355.221993690642
1,2024-01-13,Ridge,10006.205265257517
1,2024-01-14,Ridge,8806.582808689102
1,2024-01-15,Ridge,9339.968976036995
1,2024-01-16,Ridge,9244.804500640648
1,2024-01-17,Ridge,9211.69382770302
1,2024-01-18,Ridge,9786.772043946443
1,2024-01-19,Ridge,8805.915746539062
1,2024-01-20,Ridge,10602.469910554348
1,2024-01-21,Ridge,9232.093397823715
1,2024-01-22,Ridge,9992.081006868451
1,2024-01-23,Ridge,8831.094516361418
1,2024-01-24,Ridge,9785.08792622913
1,2024-01-25,Ridge,10142.140722119857
1,2024-01-26,Ridge,9631.828490765847
1,2024-01-27,Ridge,9604.318916888224
1,2024-01-28,Ridge,9756.56272182874
1,2024-01-29,Ridge,8683.253500053901
1,2024-01-30,Ridge,8315.480885307472
1,2024-01-03,Ensemble zwykła średnia,5992.063419461682
1,2024-01-04,Ensemble zwykła średnia,9240.306660773274
1,2024-01-05,Ensemble zwykła średnia,10743.523380523658
1,2024-01-06,Ensemble zwykła średnia,9605.585308304306
1,2024-01-07,Ensemble zwykła średnia,9229.000623500842
1,2024-01-08,Ensemble zwykła średnia,9891.318958333663
1,2024-01-09,Ensemble zwykła średnia,8985.861642841051
1,2024-01-10,Ensemble zwykła średnia,8968.472823059126
1,2024-01-11,Ensemble zwykła średnia,9499.888557397482
1,2024-01-12,Ensemble zwykła średnia,9414.76624561994
1,2024-01-13,Ensemble zwykła średnia,10079.923903720415
1,2024-01-14,Ensemble zwykła średnia,8836.85656272399
1,2024-01-15,Ensemble zwykła średnia,9388.12724124878
1,2024-01-16,Ensemble zwykła średnia,9316.231672228403
1,2024-01-17,Ensemble zwykła średnia,9269.84742414937
1,2024-01-18,Ensemble zwykła średnia,9840.143204215417
1,2024-01-19,Ensemble zwykła średnia,8832.819044513262
1,2024-01-20,Ensemble zwykła średnia,10739.056517490686
1,2024-01-21,Ensemble zwykła średnia,9309.399363534583
1,2024-01-22,Ensemble zwykła średnia,10048.42491837457
1,2024-01-23,Ensemble zwykła średnia,8867.591485540257
1,2024-01-24,Ensemble zwykła średnia,9838.150678426711
1,2024-01-25,Ensemble zwykła średnia,10192.072721227678
1,2024-01-26,Ensemble zwykła średnia,9663.911882442248
1,2024-01-27,Ensemble zwykła średnia,9636.771700556244
1,2024-01-28,Ensemble zwykła średnia,9800.429415838502
1,2024-01-29,Ensemble zwykła średnia,8692.781999774566
1,2024-01-30,Ensemble zwykła średnia,8310.712783782314
1,2024-01-03,Ensemble ważona średnia,5973.838526101177
1,2024-01-04,Ensemble ważona średnia,9214.240224511763
1,2024-01-05,Ensemble ważona średnia,10680.649639519033
1,2024-01-06,Ensemble ważona średnia,9566.57279041124
1,2024-01-07,Ensemble ważona średnia,9211.348495434562
1,2024-01-08,Ensemble ważona średnia,9853.227185672014
1,2024-01-09,Ensemble ważona średnia,8966.718218033839
1,2024-01-10,Ensemble ważona średnia,8947.458467872979
1,2024-01-11,Ensemble ważona średnia,9479.761292863439
1,2024-01-12,Ensemble ważona średnia,9382.237578151526
1,2024-01-13,Ensemble ważona średnia,10039.31825377103
1,2024-01-14,Ensemble ważona średnia,8823.486968865067
1,2024-01-15,Ensemble ważona średnia,9360.903553006861
1,2024-01-16,Ensemble ważona średnia,9281.69346518038
1,2024-01-17,Ensemble ważona średnia,9239.660992393352
1,2024-01-18,Ensemble ważona średnia,9813.29684382686
1,2024-01-19,Ensemble ważona średnia,8825.195917293064
1,2024-01-20,Ensemble ważona średnia,10656.21085541899
1,2024-01-21,Ensemble ważona średnia,9267.69950189911
1,2024-01-22,Ensemble ważona średnia,10020.434140003217
1,2024-01-23,Ensemble ważona średnia,8851.142049053533
1,2024-01-24,Ensemble ważona średnia,9814.098039656552
1,2024-01-25,Ensemble ważona średnia,10166.221772271234
1,2024-01-26,Ensemble ważona średnia,9650.09488089796
1,2024-01-27,Ensemble ważona średnia,9627.481702960218
1,2024-01-28,Ensemble ważona średnia,9777.186470212253
1,2024-01-29,Ensemble ważona średnia,8689.94781389624
1,2024-01-30,Ensemble ważona średnia,8319.492734592635
2,2024-01-03,ARIMAX,6032.699232590549
2,2024-01-04,ARIMAX,5915.815884518365
2,2024-01-05,ARIMAX,10731.697930271863
2,2024-01-06,ARIMAX,9594.76864088925
2,2024-01-07,ARIMAX,9270.727225745371
2,2024-01-08,ARIMAX,9900.98999043717
2,2024-01-09,ARIMAX,9030.548064514936
2,2024-01-10,ARIMAX,8997.526970356193
2,2024-01-11,ARIMAX,9543.92748113455
2,2024-01-12,ARIMAX,9416.23738623794
2,2024-01-13,ARIMAX,10079.52124508848
2,2024-01-14,ARIMAX,8858.729701792425
2,2024-01-15,ARIMAX,9383.216292079198
2,2024-01-16,ARIMAX,9347.876587730014
2,2024-01-17,ARIMAX,9281.83439941253
2,2024-01-18,ARIMAX,9856.86172261127
2,2024-01-19,ARIMAX,8880.64362228401
2,2024-01-20,ARIMAX,10687.569662445962
2,2024-01-21,ARIMAX,9314.855493571271
2,2024-01-22,ARIMAX,10068.41407142132
2,2024-01-23,ARIMAX,8891.750795951168
2,2024-01-24,ARIMAX,9872.363178016787
2,2024-01-25,ARIMAX,10202.817058246732
2,2024-01-26,ARIMAX,9689.437641627117
2,2024-01-27,ARIMAX,9693.831923365475
2,2024-01-28,ARIMAX,9806.320989699303
2,2024-01-29,ARIMAX,8708.8252595615
2,2024-01-30,ARIMAX,8351.762750258878
2,2024-01-03,LightGBM,5995.646270568879
2,2024-01-04,LightGBM,6024.724006277903
2,2024-01-05,LightGBM,10866.439600715192
2,2024-01-06,LightGBM,9684.383826229925
2,2024-01-07,LightGBM,9230.748781988967
2,2024-01-08,LightGBM,9953.543248915927
2,2024-01-09,LightGBM,8988.168654000427
2,2024-01-10,LightGBM,8985.550452636071
2,2024-01-11,LightGBM,9504.455275650607
2,2024-01-12,LightGBM,9472.839356931234
2,2024-01-13,LightGBM,10154.045200815248
2,2024-01-14,LightGBM,8845.257177690444
2,2024-01-15,LightGBM,9441.196455630146
2,2024-01-16,LightGBM,9356.013928314549
2,2024-01-17,LightGBM,9316.014045332557
2,2024-01-18,LightGBM,9876.795846088538
2,2024-01-19,LightGBM,8811.897764716714
2,2024-01-20,LightGBM,10927.129979471745
2,2024-01-21,LightGBM,9381.249199208765
2,2024-01-22,LightGBM,10084.779676833938
2,2024-01-23,LightGBM,8879.929144308184
2,2024-01-24,LightGBM,9857.000931034218
2,2024-01-25,LightGBM,10231.260383316443
2,2024-01-26,LightGBM,9670.469514933777
2,2024-01-27,LightGBM,9612.164261415037
2,2024-01-28,LightGBM,9838.40453598746
2,2024-01-29,LightGBM,8686.267239708299
2,2024-01-30,LightGBM,8264.89471578059
2,2024-01-03,Ridge,5947.844755225618
2,2024-01-04,Ridge,5826.180766264739
2,2024-01-05,Ridge,10632.432610583923
2,2024-01-06,Ridge,9537.603457793746
2,2024-01-07,Ridge,9185.525862768187
2,2024-01-08,Ridge,9819.42363564789
2,2024-01-09,Ridge,8938.868210007788
2,2024-01-10,Ridge,8922.341046185113
2,2024-01-11,Ridge,9451.282915407293
2,2024-01-12,Ridge,9355.221993690642
2,2024-01-13,Ridge,10006.205265257517
2,2024-01-14,Ridge,8806.582808689102
2,2024-01-15,Ridge,9339.968976036995
2,2024-01-16,Ridge,9244.804500640648
2,2024-01-17,Ridge,9211.69382770302
2,2024-01-18,Ridge,9786.772043946443
2,2024-01-19,Ridge,8805.915746539062
2,2024-01-20,Ridge,10602.469910554348
2,2024-01-21,Ridge,9232.093397823715
2,2024-01-22,Ridge,9992.081006868451
2,2024-01-23,Ridge,8831.094516361418
2,2024-01-24,Ridge,9785.08792622913
2,2024-01-25,Ridge,10142.140722119857
2,2024-01-26,Ridge,9631.828490765847
2,2024-01-27,Ridge,9604.318916888224
2,2024-01-28,Ridge,9756.56272182874
2,2024-01-29,Ridge,8683.253500053901
2,2024-01-30,Ridge,8315.480885307472
2,2024-01-03,Ensemble zwykła średnia,5992.063419461682
2,2024-01-04,Ensemble zwykła średnia,5922.240219020336
2,2024-01-05,Ensemble zwykła średnia,10743.523380523658
2,2024-01-06,Ensemble zwykła średnia,9605.585308304306
2,2024-01-07,Ensemble zwykła średnia,9229.000623500842
2,2024-01-08,Ensemble zwykła średnia,9891.318958333663
2,2024-01-09,Ensemble zwykła średnia,8985.861642841051
2,2024-01-10,Ensemble zwykła średnia,8968.472823059126
2,2024-01-11,Ensemble zwykła średnia,9499.888557397482
2,2024-01-12,Ensemble zwykła średnia,9414.76624561994
2,2024-01-13,Ensemble zwykła średnia,10079.923903720415
2,2024-01-14,Ensemble zwykła średnia,8836.85656272399
2,2024-01-15,Ensemble zwykła średnia,9388.12724124878
2,2024-01-16,Ensemble zwykła średnia,9316.231672228403
2,2024-01-17,Ensemble zwykła średnia,9269.84742414937
2,2024-01-18,Ensemble zwykła średnia,9840.143204215417
2,2024-01-19,Ensemble zwykła średnia,8832.819044513262
2,2024-01-20,Ensemble zwykła średnia,10739.056517490686
2,2024-01-21,Ensemble zwykła średnia,9309.399363534583
2,2024-01-22,Ensemble zwykła średnia,10048.42491837457
2,2024-01-23,Ensemble zwykła średnia,8867.591485540257
2,2024-01-24,Ensemble zwykła średnia,9838.150678426711
2,2024-01-25,Ensemble zwykła średnia,10192.072721227678
2,2024-01-26,Ensemble zwykła średnia,9663.911882442248
2,2024-01-27,Ensemble zwykła średnia,9636.771700556244
2,2024-01-28,Ensemble zwykła średnia,9800.429415838502
2,2024-01-29,Ensemble zwykła średnia,8692.781999774566
2,2024-01-30,Ensemble zwykła średnia,8310.712783782314
2,2024-01-03,Ensemble ważona średnia,5973.838526101177
2,2024-01-04,Ensemble ważona średnia,5868.443869829462
2,2024-01-05,Ensemble ważona średnia,10680.649639519033
2,2024-01-06,Ensemble ważona średnia,9566.57279041124
2,2024-01-07,Ensemble ważona średnia,9211.348495434562
2,2024-01-08,Ensemble ważona średnia,9853.227185672014
2,2024-01-09,Ensemble ważona średnia,8966.718218033839
2,2024-01-10,Ensemble ważona średnia,8947.458467872979
2,2024-01-11,Ensemble ważona średnia,9479.761292863439
2,2024-01-12,Ensemble ważona średnia,9382.237578151526
2,2024-01-13,Ensemble ważona średnia,10039.31825377103
2,2024-01-14,Ensemble ważona średnia,8823.486968865067
2,2024-01-15,Ensemble ważona średnia,9360.903553006861
2,2024-01-16,Ensemble ważona średnia,9281.69346518038
2,2024-01-17,Ensemble ważona średnia,9239.660992393352
2,2024-01-18,Ensemble ważona średnia,9813.29684382686
2,2024-01-19,Ensemble ważona średnia,8825.195917293064
2,2024-01-20,Ensemble ważona średnia,10656.21085541899
2,2024-01-21,Ensemble ważona średnia,9267.69950189911
2,2024-01-22,Ensemble ważona średnia,10020.434140003217
2,2024-01-23,Ensemble ważona średnia,8851.142049053533
2,2024-01-24,Ensemble ważona średnia,9814.098039656552
2,2024-01-25,Ensemble ważona średnia,10166.221772271234
2,2024-01-26,Ensemble ważona średnia,9650.09488089796
2,2024-01-27,Ensemble ważona średnia,9627.481702960218
2,2024-01-28,Ensemble ważona średnia,9777.186470212253
2,2024-01-29,Ensemble ważona średnia,8689.94781389624
2,2024-01-30,Ensemble ważona średnia,8319.492734592635
3,2024-01-03,ARIMAX,6032.699232590549
3,2024-01-04,ARIMAX,5915.815884518365
3,2024-01-05,ARIMAX,7376.786589044856
3,2024-01-06,ARIMAX,9594.76864088925
3,2024-01-07,ARIMAX,9270.727225745371
3,2024-01-08,ARIMAX,9900.98999043717
3,2024-01-09,ARIMAX,9030.548064514936
3,2024-01-10,ARIMAX,8997.526970356193
3,2024-01-11,ARIMAX,9543.92748113455
3,2024-01-12,ARIMAX,9416.23738623794
3,2024-01-13,ARIMAX,10079.52124508848
3,2024-01-14,ARIMAX,8858.729701792425
3,2024-01-15,ARIMAX,9383.216292079198
3,2024-01-16,ARIMAX,9347.876587730014
3,2024-01-17,ARIMAX,9281.83439941253
3,2024-01-18,ARIMAX,9856.86172261127
3,2024-01-19,ARIMAX,8880.64362228401
3,2024-01-20,ARIMAX,10687.569662445962
3,2024-01-21,ARIMAX,9314.855493571271
3,2024-01-22,ARIMAX,10068.41407142132
3,2024-01-23,ARIMAX,8891.750795951168
3,2024-01-24,ARIMAX,9872.363178016787
3,2024-01-25,ARIMAX,10202.817058246732
3,2024-01-26,ARIMAX,9689.437641627117
3,2024-01-27,ARIMAX,9693.831923365475
3,2024-01-28,ARIMAX,9806.320989699303
3,2024-01-29,ARIMAX,8708.8252595615
3,2024-01-30,ARIMAX,8351.762750258878
3,2024-01-03,LightGBM,5995.646270568879
3,2024-01-04,LightGBM,6024.724006277903
3,2024-01-05,LightGBM,6935.2810708078605
3,2024-01-06,LightGBM,9684.383826229925
3,2024-01-07,LightGBM,9230.748781988967
3,2024-01-08,LightGBM,9953.543248915927
3,2024-01-09,LightGBM,8988.168654000427
3,2024-01-10,LightGBM,8985.550452636071
3,2024-01-11,LightGBM,9504.455275650607
3,2024-01-12,LightGBM,9472.839356931234
3,2024-01-13,LightGBM,10154.045200815248
3,2024-01-14,LightGBM,8845.257177690444
3,2024-01-15,LightGBM,9441.196455630146
3,2024-01-16,LightGBM,9356.013928314549
3,2024-01-17,LightGBM,9316.014045332557
3,2024-01-18,LightGBM,9876.795846088538
3,2024-01-19,LightGBM,8811.897764716714
3,2024-01-20,LightGBM,10927.129979471745
3,2024-01-21,LightGBM,9381.249199208765
3,2024-01-22,LightGBM,10084.779676833938
3,2024-01-23,LightGBM,8879.929144308184
3,2024-01-24,LightGBM,9857.000931034218
3,2024-01-25,LightGBM,10231.260383316443
3,2024-01-26,LightGBM,9670.469514933777
3,2024-01-27,LightGBM,9612.164261415037
3,2024-01-28,LightGBM,9838.40453598746
3,2024-01-29,LightGBM,8686.267239708299
3,2024-01-30,LightGBM,8264.89471578059
3,2024-01-03,Ridge,5947.844755225618
3,2024-01-04,Ridge,5826.180766264739
3,2024-01-05,Ridge,7273.996754270527
3,2024-01-06,Ridge,9537.603457793746
3,2024-01-07,Ridge,9185.525862768187
3,2024-01-08,Ridge,9819.42363564789
3,2024-01-09,Ridge,8938.868210007788
3,2024-01-10,Ridge,8922.341046185113
3,2024-01-11,Ridge,9451.282915407293
3,2024-01-12,Ridge,9355.221993690642
3,2024-01-13,Ridge,10006.205265257517
3,2024-01-14,Ridge,8806.582808689102
3,2024-01-15,Ridge,9339.968976036995
3,2024-01-16,Ridge,9244.804500640648
3,2024-01-17,Ridge,9211.69382770302
3,2024-01-18,Ridge,9786.772043946443
3,2024-01-19,Ridge,8805.915746539062
3,2024-01-20,Ridge,10602.469910554348
3,2024-01-21,Ridge,9232.093397823715
3,2024-01-22,Ridge,9992.081006868451
3,2024-01-23,Ridge,8831.094516361418
3,2024-01-24,Ridge,9785.08792622913
3,2024-01-25,Ridge,10142.140722119857
3,2024-01-26,Ridge,9631.828490765847
3,2024-01-27,Ridge,9604.318916888224
3,2024-01-28,Ridge,9756.56272182874
3,2024-01-29,Ridge,8683.253500053901
3,2024-01-30,Ridge,8315.480885307472
3,2024-01-03,Ensemble zwykła średnia,5992.063419461682
3,2024-01-04,Ensemble zwykła średnia,5922.240219020336
3,2024-01-05,Ensemble zwykła średnia,7195.354804707748
3,2024-01-06,Ensemble zwykła średnia,9605.585308304306
3,2024-01-07,Ensemble zwykła średnia,9229.000623500842
3,2024-01-08,Ensemble zwykła średnia,9891.318958333663
3,2024-01-09,Ensemble zwykła średnia,8985.861642841051
3,2024-01-10,Ensemble zwykła średnia,8968.472823059126
3,2024-01-11,Ensemble zwykła średnia,9499.888557397482
3,2024-01-12,Ensemble zwykła średnia,9414.76624561994
3,2024-01-13,Ensemble zwykła średnia,10079.923903720415
3,2024-01-14,Ensemble zwykła średnia,8836.85656272399
3,2024-01-15,Ensemble zwykła średnia,9388.12724124878
3,2024-01-16,Ensemble zwykła średnia,9316.231672228403
3,2024-01-17,Ensemble zwykła średnia,9269.84742414937
3,2024-01-18,Ensemble zwykła średnia,9840.143204215417
3,2024-01-19,Ensemble zwykła średnia,8832.819044513262
3,2024-01-20,Ensemble zwykła średnia,10739.056517490686
3,2024-01-21,Ensemble zwykła średnia,9309.399363534583
3,2024-01-22,Ensemble zwykła średnia,10048.42491837457
3,2024-01-23,Ensemble zwykła średnia,8867.591485540257
3,2024-01-24,Ensemble zwykła średnia,9838.150678426711
3,2024-01-25,Ensemble zwykła średnia,10192.072721227678
3,2024-01-26,Ensemble zwykła średnia,9663.911882442248
3,2024-01-27,Ensemble zwykła średnia,9636.771700556244
3,2024-01-28,Ensemble zwykła średnia,9800.429415838502
3,2024-01-29,Ensemble zwykła średnia,8692.781999774566
3,2024-01-30,Ensemble zwykła średnia,8310.712783782314
3,2024-01-03,Ensemble ważona średnia,5973.838526101177
3,2024-01-04,Ensemble ważona średnia,5868.443869829462
3,2024-01-05,Ensemble ważona średnia,7265.822644617842
3,2024-01-06,Ensemble ważona średnia,9566.57279041124
3,2024-01-07,Ensemble ważona średnia,9211.348495434562
3,2024-01-08,Ensemble ważona średnia,9853.227185672014
3,2024-01-09,Ensemble ważona średnia,8966.718218033839
3,2024-01-10,Ensemble ważona średnia,8947.458467872979
3,2024-01-11,Ensemble ważona średnia,9479.761292863439
3,2024-01-12,Ensemble ważona średnia,9382.237578151526
3,2024-01-13,Ensemble ważona średnia,10039.31825377103
3,2024-01-14,Ensemble ważona średnia,8823.486968865067
3,2024-01-15,Ensemble ważona średnia,9360.903553006861
3,2024-01-16,Ensemble ważona średnia,9281.69346518038
3,2024-01-17,Ensemble ważona średnia,9239.660992393352
